#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-25T22:34:42 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b58f6c92355f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/810/14/highlat
#-nav=cat:J/ApJ/810/14&tab:{J/ApJ/810/14/highlat}&key:source=J/ApJ/810/14/highlat&HTTPPRM:&&-ref=VIZ5b58f6c92355f&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=3FGL&-out=VHE&-out=CName&-out=RAJ2000&-out=DEJ2000&-out=Sep&-out=PosErr&-out=SpCl&-out=z&-out=FRad&-out=n_FRad&-out=FX&-out=Vmag1&-out=Vmag2&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJ/810/14/highlat
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/810/14/highlat
#-out=3FGL
#-out=VHE
#-out=CName
#-out=RAJ2000
#-out=DEJ2000
#-out=Sep
#-out=PosErr
#-out=SpCl
#-out=z
#-out=FRad
#-out=n_FRad
#-out=FX
#-out=Vmag1
#-out=Vmag2
#

#RESOURCE=yCat_18100014
#Name: J/ApJ/810/14
#Title: Third catalog of LAT-detected AGNs (3LAC) (Ackermann+, 2015)
#Table	J_ApJ_810_14_highlat:
#Name: J/ApJ/810/14/highlat
#Title: High latitude (|b|>10deg) 3LAC full  sample and fluxes
#Column	3FGL	(A13)	3FGL Source Name (JHHMM.m+DDMMa)	[ucd=meta.id;meta.main]
#Column	VHE	(I3)	Simbad column added by the CDS [NULL integer written as an empty string]	[ucd=meta.code]
#Column	CName	(a26)	Name of the counterpart source	[ucd=meta.id.cross]
#Column	RAJ2000	(F9.5)	Radio counterpart right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Radio counterpart declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Sep	(F6.3)	[0/0.4] Angular separation with counterpart source	[ucd=meta.id.assoc;pos.angDistance]
#Column	PosErr	(F6.3)	[0/0.6] 95% error radius	[ucd=stat.error;phys.angSize]
#Column	SpCl	(a7)	Optical class (G1)	[ucd=src.class]
#Column	z	(F8.5)	[0.001/3.2]? Redshift	[ucd=src.redshift]
#Column	FRad	(F9.2)	? Radio flux	[ucd=phot.flux.density;em.radio]
#Column	n_FRad	(A1)	Flag on FRad (G4)	[ucd=meta.note]
#Column	FX	(F8.3)	? X-ray flux; units of 1e-13erg/cm2/s	[ucd=phot.flux;em.X-ray]
#Column	Vmag1	(F6.3)	? USNO V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Vmag2	(F6.3)	? SDSS V band magnitude	[ucd=phot.mag;em.opt.V]
3FGL	VHE	CName	RAJ2000	DEJ2000	Sep	PosErr	SpCl	z	FRad	n_FRad	FX	Vmag1	Vmag2
J0157.9-4615 	  0	PMN J0157-4614            	029.46298	-46.23979	 0.024	 0.123	fsrq   	 2.28700	   218.80	S	        	      	
J0158.6-3931 	  0	PMN J0158-3932            	029.65878	-39.53439	 0.004	 0.052	bll    	        	   132.34	N	        	17.786	
J0159.4+1046 	  0	RX J0159.5+1047           	029.89330	+10.78494	 0.031	 0.049	bll    	 0.19500	    47.61	N	  42.500	17.607	16.780
J0159.8-2741 	  0	PMN J0159-2739            	029.93065	-27.67729	 0.031	 0.061	bll    	        	   102.84	N	   5.220	17.668	
J0200.9-6635 	  0	PMN J0201-6638            	030.28227	-66.63685	 0.048	 0.094	bcu II 	        	   172.30	S	   3.870	20.560	
J0202.3+0851 	  0	TXS 0159+085              	030.61010	+08.82047	 0.042	 0.120	fsrq   	 0.62900	   134.92	N	  25.400	19.380	18.410
J0202.5+4206 	  0	B3 0159+418               	030.68189	+42.08787	 0.044	 0.085	bll    	        	   167.12	N	        	18.756	
J0203.1-0227 	  0	RX J0202.9-0223           	030.71797	-02.38925	 0.102	 0.135	bcu II 	        	    68.10	N	  20.800	      	18.150
J0203.6+3043 	  0	NVSS J020344+304238       	030.93446	+30.71051	 0.012	 0.032	bll    	 0.76100	   175.42	N	        	      	18.350
J0203.6+3043 	  0	B2 0200+30                	030.93898	+30.69142	 0.029	 0.032	fsrq   	 0.95500	   811.46	N	        	      	19.640
J0204.0+7234 	  0	S5 0159+723               	030.88910	+72.54824	 0.045	 0.045	bll    	        	   229.95	N	        	15.723	
J0204.2+2420 	  0	B2 0201+24                	031.08985	+24.29687	 0.054	 0.071	bcu II 	        	   196.44	N	        	16.402	16.600
J0204.8+3212 	  0	B2 0202+31                	031.27052	+32.20836	 0.041	 0.150	fsrq   	 1.46600	   657.61	N	        	17.475	17.780
J0205.0+1510 	  0	4C +15.05                 	031.21006	+15.23640	 0.074	 0.076	bcu I  	 0.83300	  4068.22	N	        	      	
J0205.2-1700 	  0	PKS 0202-17               	031.24031	-17.02218	 0.081	 0.076	fsrq   	 1.74000	  1219.97	N	   9.980	17.998	
J0206.4-1150 	  0	PMN J0206-1150            	031.60869	-11.84437	 0.005	 0.061	fsrq   	 1.66300	   168.62	N	   7.900	      	19.320
J0207.9-3846 	  0	PKS 0205-391              	031.81504	-38.95085	 0.220	 0.183	bcu I  	 0.25400	   274.81	N	        	17.489	
J0208.0-6838 	  0	PKS 0206-688              	031.96222	-68.63199	 0.028	 0.085	bll    	        	   489.20	S	        	19.481	
J0208.6+3522 	  0	MS 0205.7+3509            	032.15901	+35.38689	 0.010	 0.045	bll    	 0.31800	     4.95	N	  69.900	19.435	
J0209.4-5229 	  0	1RXS J020922.2-522920     	032.33983	-52.48972	 0.020	 0.024	bll    	        	    78.70	S	 155.000	15.402	
J0209.5+4449 	  0	1RXS J020917.6+444951     	032.32055	+44.82906	 0.047	 0.065	bll    	        	    30.69	N	 183.000	17.433	
J0210.7-5101 	  0	PKS 0208-512              	032.69250	-51.01719	 0.011	 0.023	bcu I  	 1.00300	  3371.00	S	  16.200	15.961	
J0211.2+1051 	  0	MG1 J021114+1051          	032.80491	+10.85967	 0.012	 0.022	bll    	        	   318.87	N	        	15.806	
J0211.2-0649 	  0	NVSS J021116-064422       	032.82062	-06.73886	 0.090	 0.131	bcu II 	        	    22.26	N	        	16.333	16.600
J0212.8-3504 	  0	RBS 0292                  	033.12710	-35.05911	 0.066	 0.073	bll    	 0.39300	    19.42	N	  33.600	19.649	
J0213.0+2245 	  0	MG3 J021252+2246          	033.22015	+22.74785	 0.045	 0.041	bll    	 0.45900	    67.43	N	  40.100	16.775	16.500
J0213.1-2720 	  0	PMN J0212-2719            	033.23050	-27.30504	 0.066	 0.120	bcu II 	        	    49.01	N	        	      	
J0214.7-5823 	  0	PMN J0214-5822            	033.54267	-58.36922	 0.080	 0.106	bcu II 	        	   121.40	S	        	17.159	
J0216.1-7016 	  0	PMN J0215-7014            	033.91296	-70.25022	 0.049	 0.113	bcu II 	        	    54.20	S	        	      	
J0216.6-1019 	  0	PMN J0216-1017            	034.16198	-10.28417	 0.045	 0.119	bcu II 	        	   300.00	A	        	      	19.900
J0217.0-6635 	  0	RBS 0300                  	034.21196	-66.61183	 0.027	 0.059	bll    	        	   103.60	S	  57.700	17.602	
J0217.1-0833 	  0	PKS 0214-085              	034.26109	-08.34788	 0.219	 0.177	fsrq   	 0.60700	   417.98	N	        	19.233	17.660
J0217.2+0837 	  0	ZS 0214+083               	034.32135	+08.61775	 0.004	 0.045	bll    	 0.08500	   315.54	N	  19.700	15.395	
J0217.5+7349 	  0	S5 0212+73                	034.37839	+73.82573	 0.004	 0.135	fsrq   	 2.36700	  2271.69	N	  25.200	19.436	17.540
J0217.8+0143 	  0	PKS 0215+015              	034.45398	+01.74714	 0.020	 0.025	fsrq   	 1.71500	   750.89	N	        	19.123	15.490
J0218.9+3642 	  0	MG3 J021846+3641          	034.70851	+36.67849	 0.042	 0.074	bcu II 	        	   129.97	N	        	19.867	
J0219.0+2440 	  0	87GB 021610.9+243205      	034.75166	+24.75572	 0.078	 0.074	bcu II 	        	    49.90	N	        	17.237	
J0221.1+3556 	  0	B 0218+357                	035.27278	+35.93715	 0.007	 0.021	fsrq   	 0.94400	  1707.78	N	        	      	
J0222.1-1616 	  0	PKS 0219-164              	035.50302	-16.25460	 0.037	 0.099	fsrq   	 0.69800	   590.29	N	   4.880	18.007	
J0222.6+4301 	  1	3C 66A                    	035.66505	+43.03550	 0.007	 0.009	bll    	 0.44400	  2303.70	N	  63.900	14.612	
J0222.9-1117 	  0	1RXS J022314.6-111741     	035.80939	-11.29402	 0.068	 0.074	bll    	 0.04211	    14.18	N	        	18.514	
J0224.1-7941 	  0	PMN J0223-7940            	035.91550	-79.67061	 0.032	 0.075	bcu II 	        	    58.50	S	        	18.012	
J0225.2-2602 	  0	PMN J0225-2603            	036.29537	-26.05522	 0.023	 0.135	bcu II 	        	   115.13	N	        	      	
J0226.3+0941 	  0	PMN J0226+0937            	036.55715	+09.62410	 0.064	 0.076	fsrq   	 2.60500	   375.14	N	        	18.337	
J0226.5-4442 	  0	RBS 0318                  	036.66196	-44.68958	 0.033	 0.067	bcu I  	        	    11.60	N	  49.600	19.394	
J0227.2+0201 	  0	RX J0227.2+0201           	036.81913	+02.03334	 0.013	 0.064	bll    	 0.45600	    36.95	N	 393.000	18.457	18.390
J0228.0+2248 	  0	NVSS J022744+224834       	036.93484	+22.80951	 0.068	 0.115	bcu II 	        	    46.17	N	        	      	18.980
J0228.3-5545 	  0	PKS 0226-559              	037.08999	-55.76758	 0.009	 0.050	fsrq   	 2.46400	   350.20	S	        	19.076	
J0228.7-3106 	  0	PMN J0228-3102            	037.05405	-31.04457	 0.138	 0.136	bcu II 	        	    98.13	N	   3.410	19.644	
J0229.3-3643 	  0	PKS 0227-369              	037.36854	-36.73245	 0.019	 0.058	fsrq   	 2.11500	   117.38	N	        	      	
J0230.6-5757 	  0	PKS 0229-581              	037.78846	-57.91839	 0.073	 0.084	bll    	 0.03199	   254.40	S	        	 9.189	
J0230.8+4032 	  0	B3 0227+403               	037.69046	+40.54807	 0.010	 0.046	fsrq   	 1.01900	   451.59	N	        	18.186	
J0232.8+2016 	  1	1ES 0229+200              	038.20256	+20.28819	 0.023	 0.051	bll    	 0.13900	    83.51	N	 157.000	14.646	15.310
J0232.9+2606 	  0	B2 0230+25                	038.23482	+26.16192	 0.058	 0.093	bcu II 	        	    98.33	N	        	18.744	18.080
J0236.7-6136 	  0	PKS 0235-618              	039.22186	-61.60422	 0.013	 0.035	fsrq   	 0.46500	   634.50	S	  15.700	17.753	
J0237.5-3603 	  0	RBS 0334                  	039.39186	-36.05790	 0.006	 0.039	bll    	 0.41100	    27.20	N	  44.800	16.194	
J0237.9+2848 	  0	4C +28.07                 	039.46836	+28.80250	 0.011	 0.018	fsrq   	 1.21300	  2197.53	N	  16.100	17.585	17.550
J0238.3-3904 	  0	1RXS J023800.5-390505     	039.50264	-39.08465	 0.067	 0.088	bll    	 0.20000	    65.21	N	        	17.052	
J0238.4-3117 	  0	1RXS J023832.6-311658     	039.63534	-31.28279	 0.020	 0.038	bll    	 0.23200	    71.49	N	  90.600	15.806	
J0238.6+1636 	  0	AO 0235+164               	039.66221	+16.61647	 0.005	 0.016	bll    	 0.94000	  1941.92	N	        	17.132	
J0242.3+1059 	  0	OD 166                    	040.62155	+11.01687	 0.043	 0.184	fsrq   	 2.68000	  1664.83	N	        	20.060	
J0243.5+7119 	  0	S5 0238+711               	040.87871	+71.33831	 0.011	 0.054	bll    	        	   211.57	N	        	18.989	
J0244.4-8224 	  0	PMN J0251-8226            	042.78847	-82.44145	 0.223	 0.201	bcu III	        	    61.90	S	  14.700	18.260	
J0244.8-5818 	  0	RBS 0351                  	041.16829	-58.33175	 0.026	 0.037	bll    	 0.26500	    92.60	S	 157.000	16.541	
J0245.4+2410 	  0	B2 0242+23                	041.32023	+24.09310	 0.096	 0.110	fsrq   	 2.24300	   457.55	N	        	20.051	
J0245.9-4651 	  0	PKS 0244-470              	041.50049	-46.85479	 0.012	 0.025	fsrq   	 1.38500	  1520.00	S	  10.600	18.563	
J0249.1+8438 	  0	NVSS J024948+843556       	042.45139	+84.59918	 0.040	 0.062	bcu II 	        	   160.07	N	        	18.419	
J0250.6+1713 	  0	NVSS J025037+171209       	042.65817	+17.20247	 0.029	 0.048	fsrq   	 1.10000	    63.65	N	  43.000	16.758	
J0251.5-5959 	  0	PKS 0250-602              	042.85936	-60.00174	 0.019	 0.152	fsrq   	 1.37300	   281.50	S	        	19.453	
J0252.3+3830 	  0	B2 0249+38                	043.28703	+38.59028	 0.179	 0.198	fsrq   	 1.12200	   663.26	N	        	18.507	
J0252.8-2218 	  0	PKS 0250-225              	043.19981	-22.32374	 0.013	 0.023	fsrq   	 1.42700	   443.55	N	        	19.977	
J0253.0-0125 	  0	FBQS J0253-0124           	043.31522	-01.40152	 0.061	 0.117	bll    	        	    34.58	N	        	19.332	18.340
J0253.1-5438 	  0	PKS 0252-549              	043.37159	-54.69762	 0.065	 0.126	fsrq   	 0.53900	   946.30	S	  16.300	17.056	
J0253.5+3216 	  0	MG3 J025334+3217          	043.39021	+32.28914	 0.021	 0.044	bcu II 	        	    80.65	N	        	20.001	19.770
J0255.8+0532 	  0	PMN J0255+0533            	043.95638	+05.56544	 0.022	 0.152	bcu II 	        	   103.89	N	        	      	19.340
J0256.3+0335 	  0	PKS B0253+033             	044.11742	+03.55762	 0.051	 0.074	bcu II 	        	   313.88	N	        	17.402	16.460
J0257.8-1216 	  0	PMN J0257-1211            	044.42085	-12.20038	 0.084	 0.155	fsrq   	 1.39100	   217.91	N	        	18.670	
J0258.0+2030 	  0	MG3 J025805+2029          	044.53046	+20.50044	 0.017	 0.076	bll    	        	    98.69	N	  21.300	20.729	17.750
J0259.5+0746 	  0	PKS 0256+075              	044.86282	+07.79435	 0.023	 0.065	fsrq   	 0.89300	   834.92	N	        	20.181	
J0301.4-1652 	  0	PMN J0301-1652            	045.31926	-16.87919	 0.051	 0.126	bcu II 	        	   170.49	N	        	17.380	
J0301.8-2721 	  0	NVSS J030158-272754       	045.49170	-27.46525	 0.106	 0.124	bcu II 	        	    52.73	N	        	      	
J0301.8-7157 	  0	PKS 0301-721              	045.41019	-71.94289	 0.018	 0.112	bcu II 	        	   791.70	S	        	18.596	
J0302.5-7915 	  0	PMN J0303-7914            	045.83709	-79.24903	 0.036	 0.100	fsrq   	 1.11500	   127.70	S	        	19.987	
J0303.0+3150 	  0	B2 0259+31                	045.75647	+31.84590	 0.011	 0.174	bcu II 	        	   439.43	N	        	18.616	
J0303.4-2407 	  1	PKS 0301-243              	045.86043	-24.11984	 0.010	 0.015	bll    	 0.26000	   701.15	N	 102.000	15.614	
J0303.7-6211 	  0	PKS 0302-623              	045.96096	-62.19043	 0.015	 0.058	fsrq   	 1.35100	  2456.00	S	  11.300	18.492	
J0304.3-2836 	  0	RBS 0385                  	046.06782	-28.53911	 0.071	 0.078	bll    	        	     8.33	N	  49.500	      	
J0305.2-1607 	  0	PKS 0302-16               	046.31371	-16.13752	 0.020	 0.074	bcu II 	        	   917.68	N	        	18.194	
J0308.6+0408 	  0	NGC 1218                  	047.10927	+04.11092	 0.054	 0.069	rdg    	 0.02865	  5748.30	N	  75.300	 8.460	
J0309.0+1029 	  0	PKS 0306+102              	047.26510	+10.48787	 0.012	 0.034	fsrq   	 0.86300	   505.95	N	  15.000	      	
J0309.5-0749 	  0	NVSS J030943-074427       	047.43017	-07.74097	 0.090	 0.086	bll    	        	    82.18	N	        	16.965	16.800
J0309.9-6057 	  0	PKS 0308-611              	047.48375	-60.97752	 0.015	 0.044	fsrq   	 1.48000	   992.50	S	   5.060	18.446	
J0310.4-5015 	  0	1RXS J031036.0-501615     	047.64467	-50.27531	 0.024	 0.051	bcu II 	        	    12.60	S	   3.990	18.594	
J0310.8+3814 	  0	B3 0307+380               	047.70783	+38.24829	 0.011	 0.092	fsrq   	 0.94500	   237.04	N	        	19.565	17.620
J0312.7+0133 	  0	PKS 0310+013              	048.18168	+01.55488	 0.013	 0.059	fsrq   	 0.66400	   459.67	N	        	18.120	18.530
J0312.7+3613 	  0	V Zw326                   	048.20953	+36.25543	 0.027	 0.063	bll    	 0.07100	   117.68	N	  55.600	14.812	
J0314.3-5103 	  0	PMN J0314-5104            	048.60710	-51.07543	 0.023	 0.066	bll    	        	   102.90	S	        	19.045	
J0315.5-1026 	  0	PKS 0313-107              	048.98697	-10.52760	 0.126	 0.140	fsrq   	 1.56500	   335.21	N	        	19.951	
J0316.1+0904 	  0	GB6 J0316+0904            	049.05305	+09.07869	 0.011	 0.028	bll    	 0.37200	    55.49	N	  72.800	17.344	
J0316.1-2611 	  0	RBS 0405                  	049.06225	-26.13260	 0.062	 0.049	bll    	 0.44300	    21.72	N	  53.700	18.270	
J0316.2-6436 	  0	SUMSS J031614-643732      	049.05976	-64.62539	 0.019	 0.055	bll    	        	    17.80	S	        	17.289	
J0316.6+4119 	  1	IC 310                    	049.17908	+41.32489	 0.012	 0.037	rdg    	 0.01900	   168.99	N	 109.000	 8.164	11.460
J0318.7+2134 	  0	MG3 J031849+2135          	049.69029	+21.57686	 0.006	 0.046	bcu II 	        	    65.75	N	        	18.492	
J0319.8+1847 	  1	RBS 0413                  	049.96587	+18.75960	 0.027	 0.035	bll    	 0.19000	    22.89	N	 270.000	17.913	17.070
J0319.8+4130 	  1	NGC 1275                  	049.95067	+41.51170	 0.006	 0.010	rdg    	 0.01750	 22829.82	N	7640.000	      	
J0322.0+2335 	  0	MG3 J032201+2336          	050.49988	+23.60311	 0.017	 0.031	bll    	        	    76.74	N	  20.900	16.797	
J0323.6-0109 	  0	1RXS J032342.6-011131     	050.93175	-01.19617	 0.050	 0.051	bll    	        	    30.33	N	  14.500	17.818	
J0325.2+3410 	  0	1H 0323+342               	051.17151	+34.17940	 0.118	 0.098	nlsy1  	 0.06100	   614.46	N	 120.000	12.724	
J0325.2-5634 	  0	1RXS J032521.8-563543     	051.34802	-56.59574	 0.030	 0.053	bll    	 0.06023	    73.30	S	  24.300	12.621	
J0325.5+2223 	  0	TXS 0322+222              	051.40339	+22.40010	 0.004	 0.064	fsrq   	 2.06600	   525.27	N	        	19.597	
J0325.6-1648 	  0	RBS 0421                  	051.42124	-16.77135	 0.032	 0.035	bll    	 0.29100	    27.60	N	 587.000	16.007	
J0326.0-1842 	  0	PMN J0325-1843            	051.47913	-18.73580	 0.042	 0.090	bcu II 	        	   113.80	N	        	      	
J0326.2+0225 	  0	1H 0323+022               	051.55812	+02.42074	 0.004	 0.049	bll    	 0.14700	    68.29	N	 336.000	15.886	
J0331.3-6155 	  0	PMN J0331-6155            	052.82733	-61.92417	 0.006	 0.043	bcu II 	        	   381.80	S	  25.900	16.688	
J0333.4+4003 	  0	B3 0330+399               	053.44503	+40.11067	 0.083	 0.091	bcu II 	        	    66.10	N	        	19.571	17.380
J0333.4+7853 	  0	NVSS J033344+785027       	053.43704	+78.84101	 0.051	 0.058	bcu II 	        	   102.34	N	        	17.857	16.890
J0333.6+2916 	  0	TXS 0330+291              	053.45418	+29.27543	 0.031	 0.032	bll    	        	   193.72	N	   9.750	17.625	
J0334.2+3915 	  0	4C +39.12                 	053.57673	+39.35678	 0.108	 0.100	rdg    	 0.02059	   847.79	N	  23.700	 8.655	11.840
J0334.3-3726 	  0	PMN J0334-3725            	053.56427	-37.42863	 0.021	 0.025	bll    	        	   222.07	N	  15.900	16.940	
J0334.3-4008 	  0	PKS 0332-403              	053.55689	-40.14039	 0.017	 0.022	bll    	 1.35700	   986.50	S	  12.900	16.468	
J0335.3-4459 	  0	1RXS J033514.5-445929     	053.80796	-44.99431	 0.016	 0.043	bll    	        	    19.30	S	   8.160	16.975	
J0336.5+3210 	  0	NRAO 140                  	054.12545	+32.30815	 0.141	 0.155	fsrq   	 1.25900	  2677.24	N	 108.000	16.533	
J0336.9-1304 	  0	PKS 0334-131              	054.14598	-13.03463	 0.108	 0.191	fsrq   	 1.30300	   377.72	N	  12.300	20.033	
J0336.9-3622 	  0	PKS 0335-364              	054.22510	-36.26840	 0.116	 0.196	fsrq   	 1.53700	   501.45	N	        	18.466	
J0338.1-2443 	  0	1RXS J033810.1-244337     	054.55386	-24.73108	 0.019	 0.053	bll    	 0.25100	    14.03	N	        	18.940	
J0338.5+1303 	  0	RX J0338.4+1302           	054.62200	+13.03762	 0.030	 0.032	bcu II 	        	    15.69	N	        	18.731	
J0339.2-1738 	  0	PKS 0336-177              	054.80709	-17.60022	 0.045	 0.052	bcu I  	 0.06550	   170.75	N	  40.600	11.557	
J0339.5-0146 	  0	PKS 0336-01               	054.87891	-01.77661	 0.005	 0.033	fsrq   	 0.85000	  2424.27	N	        	17.339	
J0340.5-2119 	  0	PKS 0338-214              	055.14837	-21.32533	 0.008	 0.064	bll    	 0.22300	  1075.98	N	        	16.483	
J0342.2+3857 	  0	GB6 J0342+3858            	055.56779	+38.98508	 0.026	 0.054	fsrq   	 0.94500	    61.88	N	        	      	20.280
J0342.6-3006 	  0	PKS 0340-302              	055.66768	-30.13301	 0.022	 0.066	bcu II 	        	   156.63	N	        	      	
J0343.2-2534 	  0	PKS 0341-256              	055.83135	-25.50484	 0.063	 0.101	fsrq   	 1.41900	   503.78	N	        	18.676	
J0343.3+3622 	  0	OE 367                    	055.87064	+36.37012	 0.017	 0.100	bcu I  	 1.48400	   513.77	N	        	20.233	
J0343.3-6443 	  0	PMN J0343-6442            	055.83487	-64.71558	 0.009	 0.055	bcu III	        	   120.50	S	        	16.779	
J0345.1-2353 	  0	NVSS J034518-235218       	056.32632	-23.87233	 0.032	 0.064	bll    	 0.10365	    29.34	N	        	19.316	
J0348.6-2748 	  0	PKS 0346-27               	057.15894	-27.82043	 0.019	 0.101	fsrq   	 0.99100	   840.06	N	  16.500	18.413	
J0348.7-1606 	  0	PKS 0346-163              	057.16363	-16.17160	 0.064	 0.110	bll    	        	   437.25	N	        	17.205	
J0349.2-1158 	  1	1ES 0347-121              	057.34658	-11.99089	 0.039	 0.083	bll    	        	    24.90	N	 309.000	17.479	16.910
J0349.9-2102 	  0	PKS 0347-211              	057.49094	-21.04659	 0.012	 0.067	fsrq   	 2.94400	   305.23	N	        	      	
J0351.1+0128 	  0	TXS 0348+013              	057.73904	+01.51803	 0.064	 0.179	ssrq   	 1.12000	   210.81	N	        	19.064	
J0353.0-3622 	  0	XRS J0353-3623            	058.27108	-36.38581	 0.012	 0.070	bll    	        	     6.72	N	        	18.509	
J0353.0-6831 	  0	PKS 0352-686              	058.23754	-68.52183	 0.014	 0.048	bll    	 0.08700	   409.40	S	 181.000	12.919	
J0354.6+8011 	  0	S5 0346+80                	058.69219	+80.15801	 0.032	 0.063	bll    	        	   643.80	N	        	      	19.150
J0356.3-6948 	  0	PMN J0357-6948            	059.37592	-69.81247	 0.098	 0.210	bcu II 	        	   149.30	S	        	      	
J0357.1+2325 	  0	MG3 J035721+2319          	059.34004	+23.33162	 0.107	 0.105	bcu II 	        	   176.69	N	        	      	
J0357.1-4957 	  0	PKS 0355-500              	059.25054	-49.93075	 0.027	 0.078	bll    	 0.64300	   214.40	S	   5.500	16.785	
J0358.7+0633 	  0	PMN J0358+0629            	059.61285	+06.48882	 0.107	 0.174	bcu III	        	    21.90	N	        	      	
J0359.3-2612 	  0	PKS 0357-264              	059.89034	-26.25870	 0.073	 0.095	bll    	        	   796.73	N	        	      	
J0401.4+2109 	  0	TXS 0358+210              	060.43819	+21.17461	 0.067	 0.103	fsrq   	 0.83400	   246.85	N	        	19.987	
J0401.8-3144 	  0	PKS 0400-319              	060.58861	-31.79054	 0.119	 0.210	fsrq   	 1.28800	   681.85	N	        	      	
J0402.1-2618 	  0	PKS 0359-264              	060.50327	-26.26095	 0.059	 0.086	bll    	        	   145.34	N	        	      	
J0403.7-2442 	  0	TXS 0401-248              	060.92390	-24.73568	 0.025	 0.132	fsrq   	 0.59800	   167.48	N	        	      	
J0403.9-3604 	  0	PKS 0402-362              	060.97396	-36.08386	 0.017	 0.023	fsrq   	 1.41700	  1151.21	N	  23.100	16.621	
J0405.5-1307 	  0	PKS 0403-13               	061.39168	-13.13714	 0.015	 0.088	fsrq   	 0.57100	  4218.25	N	  21.000	17.174	
J0407.1-3825 	  0	PKS 0405-385              	061.74598	-38.44112	 0.044	 0.046	fsrq   	 1.28500	  1169.00	A	   4.940	18.565	
J0407.5+0740 	  0	TXS 0404+075              	061.87119	+07.70208	 0.034	 0.090	bll    	 1.13300	   296.18	N	        	      	
J0409.4+3158 	  0	NVSS J040928+320245       	062.36841	+32.04597	 0.073	 0.108	bcu III	        	    11.51	N	 131.000	19.153	
J0409.8-0358 	  0	NVSS J040946-040003       	062.44411	-04.00099	 0.036	 0.075	bll    	        	    39.78	N	        	17.224	
J0413.6-5334 	  0	PMN J0413-5332            	063.30615	-53.53349	 0.074	 0.054	fsrq   	 1.02700	   138.80	S	        	19.024	
J0416.6-1850 	  0	PKS 0414-189              	064.15227	-18.85232	 0.013	 0.050	fsrq   	 1.42100	  1248.77	N	        	18.981	
J0416.8+0104 	  1	1ES 0414+009              	064.21873	+01.08997	 0.013	 0.035	bll    	 0.28700	   120.71	N	 732.000	16.248	16.390
J0418.0-0251 	  0	PKS B0415-029             	064.49275	-02.83870	 0.034	 0.087	bcu III	        	    95.18	N	        	      	
J0422.1-0642 	  0	PMN J0422-0643            	065.54498	-06.72926	 0.018	 0.096	fsrq   	 0.24200	   150.22	N	   9.030	16.476	
J0423.2-0119 	  0	PKS 0420-01               	065.81584	-01.34252	 0.014	 0.021	fsrq   	 0.91600	  2726.45	N	  38.700	15.987	
J0424.7+0035 	  0	PKS 0422+00               	066.19518	+00.60176	 0.018	 0.042	bll    	 0.26800	   493.58	N	  19.200	16.500	13.960
J0425.0-5331 	  0	PMN J0425-5331            	066.26781	-53.53285	 0.014	 0.053	bll    	 0.39000	   260.80	S	   4.260	16.704	
J0426.3+6827 	  0	4C +68.05                 	066.70863	+68.43137	 0.051	 0.070	bcu II 	        	   392.46	N	        	      	
J0426.6+0459 	  0	4C +04.15                 	066.57990	+04.84047	 0.179	 0.130	bcu II 	        	  1326.18	N	        	      	
J0427.3-3900 	  0	PMN J0427-3900            	066.84023	-39.01710	 0.011	 0.077	bcu II 	        	   141.94	N	        	19.209	
J0428.6-3756 	  0	PKS 0426-380              	067.16843	-37.93877	 0.003	 0.010	bll    	 1.10500	   737.48	N	   7.460	17.796	
J0429.8+2843 	  0	MG2 J042948+2843          	067.45845	+28.71468	 0.010	 0.062	bcu II 	        	    69.12	N	        	      	
J0430.2-2508 	  0	PMN J0430-2507            	067.56682	-25.12749	 0.017	 0.077	bll    	 0.51600	   107.30	N	        	18.334	
J0430.5+1655 	  0	MG1 J043022+1655          	067.59309	+16.91816	 0.032	 0.070	bcu II 	        	    42.29	N	        	18.585	
J0431.6+7403 	  0	GB6 J0431+7403            	067.93839	+74.05765	 0.010	 0.042	bcu II 	        	    30.52	N	  14.200	18.599	
J0433.1+3228 	  0	NVSS J043307+322840       	068.28212	+32.47786	 0.008	 0.055	bcu II 	        	    15.19	N	  31.100	18.357	
J0433.6+2905 	  0	MG2 J043337+2905          	068.40762	+29.09874	 0.012	 0.021	bll    	 0.97000	   399.42	N	  23.600	17.757	
J0433.7-6028 	  0	PKS 0432-606              	068.39212	-60.50382	 0.028	 0.066	bcu II 	        	   415.30	S	   2.540	15.007	
