#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-25T22:14:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b58cf1a11f61	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/ApJS/218/23/table4
#-nav=cat:J/ApJS/218/23&tab:{J/ApJS/218/23/table4}&key:source=J/ApJS/218/23/table4&HTTPPRM:&&-ref=VIZ5b58cf1a11f61&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=3FGL&-out=LC&-ignore=LC=*&LC=LC&-out=Na&-out=Sp&-out=RAJ2000&-out=DEJ2000&-out=amaj&-out=amin&-out=phi&-out=Sig&-out=F35&-out=S25&-out=Gamma&-out=Mod&-out=Var&-out=Flag&-out=Assoc&-out=TeV&-out=Class&-out=ID&-out=Simbad&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/218/23/table4
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/218/23/table4
#-out=3FGL
#-out=LC
#-out=Na
#-out=Sp
#-out=RAJ2000
#-out=DEJ2000
#-out=amaj
#-out=amin
#-out=phi
#-out=Sig
#-out=F35
#-out=S25
#-out=Gamma
#-out=Mod
#-out=Var
#-out=Flag
#-out=Assoc
#-out=TeV
#-out=Class
#-out=ID
#-out=Simbad
#

#RESOURCE=yCat_22180023
#Name: J/ApJS/218/23
#Title: Fermi LAT third source catalog (3FGL) (Acero+, 2015)
#Table	J_ApJS_218_23_table4:
#Name: J/ApJS/218/23/table4
#Title: LAT 4-year catalog
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	3FGL	(A13)	The 3FGL name (1)	[ucd=meta.id;meta.main]
#Column	LC	(A2)	Display the 3FGL light curves image for this object from the Fermi SSC site (updated weekly)	[ucd=meta.ref.url]
#Column	Na	(I3)	Simbad column added by the CDS [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Sp	(I1)	Number of spectral analyses for this source (table8) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	RAJ2000	(F7.3)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F6.3)	[0.005/1.1]? 95% confidence error ellipse semimajor axis	[ucd=phys.angSize.smajAxis;pos.errorEllipse]
#Column	amin	(F6.3)	[0.005/0.6]? 95% confidence error ellipse semiminor axis	[ucd=phys.angSize.sminAxis;pos.errorEllipse]
#Column	phi	(I3)	[-90/90]? Position angle {phi} of error ellipse (East of North) [NULL integer written as an empty string]	[ucd=pos.posAng]
#Column	Sig	(F6.1)	[4/1049]? Significance (2)	[ucd=stat.fit.goodness]
#Column	F35	(F6.1)	[0/1298] Photon flux summed over 3 bands 1-100GeV (10^-9^ph/cm^2^/s)	[ucd=phot.count;em.gamma.hard]
#Column	S25	(F6.1)	[1.7/8932] Energy flux for 100MeV-100GeV from power-law fit (10^-12^erg/s/cm^2^)	[ucd=phot.flux.density;em.gamma.hard]
#Column	Gamma	(F5.2)	[1.1/5.8] Photon power-law index {Gamma} for 100MeV-100GeV	[ucd=meta.code;spect.index]
#Column	Mod	(A2)	Spectral model used to fit the energy spectrum (PL, EC or LP) (3)	[ucd=instr.setup;meta.modelled]
#Column	Var	(A1)	[T] Variability flag, T=true (4)	[ucd=meta.code;src.var]
#Column	Flag	(a12)	Analysis flag(s); see Table 3	[ucd=meta.code.error]
#Column	Assoc	(A18)	The {gamma}-ray association (5)	[ucd=meta.id.assoc]
#Column	TeV	(A1)	[EP] Extended or Point-like source (6)	[ucd=meta.code]
#Column	Class	(A5)	Astrophysical class of source (7)	[ucd=src.class]
#Column	ID	(a26)	Designator of identified or associated source (8)	[ucd=meta.id.assoc]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
_RAJ2000	_DEJ2000	3FGL	LC	Na	Sp	RAJ2000	DEJ2000	amaj	amin	phi	Sig	F35	S25	Gamma	Mod	Var	Flag	Assoc	TeV	Class	ID	Simbad
005.98200	-72.06500	J0023.9-7203 	LC	  3	0	005.982	-72.065	 0.027	 0.027	-36	  46.4	   4.1	  26.1	 2.09	LP	 	            	2FGL J0023.9-7204 	 	glc  	47 Tuc                    	Simbad
005.98200	-72.06500	J0023.9-7203 	LC	  3	0	005.982	-72.065	 0.027	 0.027	-36	  46.4	   4.1	  26.1	 2.09	LP	 	            	1FGL J0023.9-7204 	 	     	                          	Simbad
005.98200	-72.06500	J0023.9-7203 	LC	  3	0	005.982	-72.065	 0.027	 0.027	-36	  46.4	   4.1	  26.1	 2.09	LP	 	            	0FGL J0025.1-7202 	 	     	                          	Simbad
006.11000	+03.84300	J0024.4+0350 	LC	  2	0	006.110	+03.843	 0.126	 0.105	 33	   5.7	   0.4	   4.7	 2.28	PL	T	            	2FGL J0024.5+0346 	 	fsrq 	GB6 J0024+0349            	Simbad
006.11000	+03.84300	J0024.4+0350 	LC	  2	0	006.110	+03.843	 0.126	 0.105	 33	   5.7	   0.4	   4.7	 2.28	PL	T	            	1FGL J0024.6+0346 	 	     	                          	Simbad
006.43300	+64.06900	J0025.7+6404 	LC	  1	0	006.433	+64.069	 0.141	 0.097	-57	   4.4	   0.6	   6.3	 2.09	PL	 	            	                  	P	snr  	Tycho                     	Simbad
006.55700	-48.21000	J0026.2-4812 	LC	  1	0	006.557	-48.210	 0.176	 0.109	-68	   6.0	   0.3	   3.6	 2.19	PL	 	            	                  	 	     	                          	Simbad
006.68500	-46.06000	J0026.7-4603 	LC	  1	0	006.685	-46.060	 0.165	 0.108	  7	   5.1	   0.2	   2.9	 2.45	PL	 	1           	                  	 	bll  	1RXS J002636.3-460101     	Simbad
007.16100	+75.11900	J0028.6+7507 	LC	  1	0	007.161	+75.119	 0.091	 0.074	 88	   7.3	   0.5	   6.8	 2.34	PL	 	            	                  	 	bcu  	GB6 J0028+7506            	Simbad
007.20100	+19.85100	J0028.8+1951 	LC	  1	0	007.201	+19.851	 0.207	 0.122	  2	   6.3	   0.4	   5.2	 2.43	PL	 	9           	                  	 	bcu  	TXS 0025+197              	Simbad
007.29600	-70.75600	J0029.1-7045 	LC	  1	0	007.296	-70.756	 0.064	 0.057	 58	  12.1	   0.7	   8.0	 2.28	PL	T	            	2FGL J0029.2-7043 	 	bll  	PKS 0026-710              	Simbad
007.56600	-16.77500	J0030.2-1646 	LC	  1	0	007.566	-16.775	 0.043	 0.040	  4	   9.2	   0.3	   4.8	 1.65	PL	 	            	1FHL J0030.1-1647 	 	bcu  	1RXS J003019.6-164723     	Simbad
007.58900	-42.39500	J0030.3-4223 	LC	  2	0	007.589	-42.395	 0.053	 0.052	 62	  28.8	   1.2	  19.8	 2.58	PL	T	            	2FGL J0030.2-4223 	 	fsrq 	PKS 0027-426              	Simbad
007.58900	-42.39500	J0030.3-4223 	LC	  2	0	007.589	-42.395	 0.053	 0.052	 62	  28.8	   1.2	  19.8	 2.58	PL	T	            	1FGL J0029.9-4221 	 	     	                          	Simbad
007.61600	+04.86600	J0030.4+0451 	LC	  3	0	007.616	+04.866	 0.021	 0.020	 41	  80.8	   9.8	  60.7	 2.04	EC	 	            	2FGL J0030.4+0450 	 	PSR  	PSR J0030+0451            	Simbad
007.61600	+04.86600	J0030.4+0451 	LC	  3	0	007.616	+04.866	 0.021	 0.020	 41	  80.8	   9.8	  60.7	 2.04	EC	 	            	1FGL J0030.4+0451 	 	     	                          	Simbad
007.61600	+04.86600	J0030.4+0451 	LC	  3	0	007.616	+04.866	 0.021	 0.020	 41	  80.8	   9.8	  60.7	 2.04	EC	 	            	0FGL J0030.3+0450 	 	     	                          	Simbad
007.69800	-02.15700	J0030.7-0209 	LC	  1	0	007.698	-02.157	 0.071	 0.069	-75	  15.0	   0.9	  11.3	 2.38	PL	T	            	                  	 	bcu  	PKS B0027-024             	Simbad
007.81300	-23.34300	J0031.2-2320 	LC	  1	0	007.813	-23.343	 0.180	 0.142	-65	   4.2	   0.2	   2.7	 2.14	PL	 	            	                  	 	     	                          	Simbad
007.83000	+07.41500	J0031.3+0724 	LC	  1	0	007.830	+07.415	 0.079	 0.065	-52	   5.1	   0.2	   2.7	 1.82	PL	 	            	2FGL J0031.0+0724 	 	bcu  	NVSS J003119+072456       	Simbad
007.92300	+09.64800	J0031.6+0938 	LC	  1	0	007.923	+09.648	 0.094	 0.090	-61	   5.1	   0.2	   4.3	 2.66	PL	 	            	                  	 	     	                          	Simbad
008.09000	-28.87700	J0032.3-2852 	LC	  1	0	008.090	-28.877	 0.078	 0.073	-87	   4.9	   0.2	   2.6	 2.19	PL	 	            	                  	 	bll  	PMN J0032-2849            	Simbad
008.09400	-55.36900	J0032.3-5522 	LC	  2	0	008.094	-55.369	 0.055	 0.047	 16	  18.1	   0.9	  11.1	 2.27	PL	T	            	2FGL J0032.7-5521 	 	     	                          	Simbad
008.09400	-55.36900	J0032.3-5522 	LC	  2	0	008.094	-55.369	 0.055	 0.047	 16	  18.1	   0.9	  11.1	 2.27	PL	T	            	1FGL J0032.7-5519 	 	     	                          	Simbad
008.14600	+39.21300	J0032.5+3912 	LC	  1	0	008.146	+39.213	 0.088	 0.083	-62	   5.0	   0.2	   3.8	 2.56	PL	 	            	                  	 	     	                          	Simbad
008.40200	-19.36400	J0033.6-1921 	LC	  4	0	008.402	-19.364	 0.019	 0.019	-73	  39.2	   2.8	  37.0	 1.71	PL	 	            	1FHL J0033.6-1921 	P	bll  	KUV 00311-1938            	Simbad
008.40200	-19.36400	J0033.6-1921 	LC	  4	0	008.402	-19.364	 0.019	 0.019	-73	  39.2	   2.8	  37.0	 1.71	PL	 	            	2FGL J0033.5-1921 	 	     	                          	Simbad
008.40200	-19.36400	J0033.6-1921 	LC	  4	0	008.402	-19.364	 0.019	 0.019	-73	  39.2	   2.8	  37.0	 1.71	PL	 	            	1FGL J0033.5-1921 	 	     	                          	Simbad
008.40200	-19.36400	J0033.6-1921 	LC	  4	0	008.402	-19.364	 0.019	 0.019	-73	  39.2	   2.8	  37.0	 1.71	PL	 	            	0FGL J0033.6-1921 	 	     	                          	Simbad
008.59000	-05.58200	J0034.3-0534 	LC	  2	0	008.590	-05.582	 0.045	 0.042	 70	  28.9	   2.4	  18.0	 2.21	EC	 	            	2FGL J0034.4-0534 	 	PSR  	PSR J0034-0534            	Simbad
008.59000	-05.58200	J0034.3-0534 	LC	  2	0	008.590	-05.582	 0.045	 0.042	 70	  28.9	   2.4	  18.0	 2.21	EC	 	            	1FGL J0034.3-0534 	 	     	                          	Simbad
008.80900	+15.22200	J0035.2+1513 	LC	  3	0	008.809	+15.222	 0.043	 0.038	-79	  14.0	   0.8	  10.2	 1.81	PL	 	            	1FHL J0035.2+1514 	 	bll  	RX J0035.2+1515           	Simbad
008.80900	+15.22200	J0035.2+1513 	LC	  3	0	008.809	+15.222	 0.043	 0.038	-79	  14.0	   0.8	  10.2	 1.81	PL	 	            	2FGL J0035.2+1515 	 	     	                          	Simbad
008.80900	+15.22200	J0035.2+1513 	LC	  3	0	008.809	+15.222	 0.043	 0.038	-79	  14.0	   0.8	  10.2	 1.81	PL	 	            	1FGL J0035.1+1516 	 	     	                          	Simbad
008.98900	+59.83200	J0035.9+5949 	LC	  4	0	008.989	+59.832	 0.018	 0.017	-67	  27.5	   2.7	  30.9	 1.90	PL	 	            	1FHL J0035.9+5950 	P	bll  	1ES 0033+595              	Simbad
008.98900	+59.83200	J0035.9+5949 	LC	  4	0	008.989	+59.832	 0.018	 0.017	-67	  27.5	   2.7	  30.9	 1.90	PL	 	            	2FGL J0035.8+5951 	 	     	                          	Simbad
008.98900	+59.83200	J0035.9+5949 	LC	  4	0	008.989	+59.832	 0.018	 0.017	-67	  27.5	   2.7	  30.9	 1.90	PL	 	            	1FGL J0035.9+5951 	 	     	                          	Simbad
008.98900	+59.83200	J0035.9+5949 	LC	  4	0	008.989	+59.832	 0.018	 0.017	-67	  27.5	   2.7	  30.9	 1.90	PL	 	            	0FGL J0036.7+5951 	 	     	                          	Simbad
009.47700	+12.65200	J0037.9+1239 	LC	  3	0	009.477	+12.652	 0.045	 0.042	-25	  13.3	   0.9	  10.2	 2.15	PL	 	            	1FHL J0037.8+1238 	 	bll  	NVSS J003750+123818       	Simbad
009.47700	+12.65200	J0037.9+1239 	LC	  3	0	009.477	+12.652	 0.045	 0.042	-25	  13.3	   0.9	  10.2	 2.15	PL	 	            	2FGL J0037.8+1238 	 	     	                          	Simbad
009.47700	+12.65200	J0037.9+1239 	LC	  3	0	009.477	+12.652	 0.045	 0.042	-25	  13.3	   0.9	  10.2	 2.15	PL	 	            	1FGL J0038.0+1236 	 	     	                          	Simbad
009.52300	+00.20900	J0038.0+0012 	LC	  1	0	009.523	+00.209	 0.089	 0.071	 64	   7.5	   0.4	   4.7	 2.16	PL	 	            	2FGL J0038.1+0015 	 	bll  	NVSS J003808+001336       	Simbad
009.50900	-25.03200	J0038.0-2501 	LC	  2	0	009.509	-25.032	 0.106	 0.101	-80	  10.1	   0.5	   6.6	 2.44	PL	T	            	2FGL J0038.3-2457 	 	fsrq 	PKS 0035-252              	Simbad
009.50900	-25.03200	J0038.0-2501 	LC	  2	0	009.509	-25.032	 0.106	 0.101	-80	  10.1	   0.5	   6.6	 2.44	PL	T	            	1FGL J0038.4-2504 	 	     	                          	Simbad
009.75000	-22.30700	J0039.0-2218 	LC	  1	0	009.750	-22.307	 0.105	 0.094	-35	   4.4	   0.2	   2.3	 1.72	PL	 	            	2FGL J0038.7-2215 	 	bcu  	PMN J0039-2220            	Simbad
009.79800	+43.50200	J0039.1+4330 	LC	  2	0	009.798	+43.502	 0.057	 0.053	 54	   7.0	   0.3	   3.8	 1.96	PL	 	            	2FGL J0039.1+4331 	 	bcu  	NVSS J003907+433015       	Simbad
009.79800	+43.50200	J0039.1+4330 	LC	  2	0	009.798	+43.502	 0.057	 0.053	 54	   7.0	   0.3	   3.8	 1.96	PL	 	            	1FGL J0039.2+4331 	 	     	                          	Simbad
009.78200	-09.65800	J0039.1-0939 	LC	  2	0	009.782	-09.658	 0.283	 0.144	 87	   4.8	   0.2	   3.9	 2.59	PL	 	            	3EG J0038-0949    	 	fsrq 	TXS 0036-099              	Simbad
009.78200	-09.65800	J0039.1-0939 	LC	  2	0	009.782	-09.658	 0.283	 0.144	 87	   4.8	   0.2	   3.9	 2.59	PL	 	            	EGR J0039-0945    	 	     	                          	Simbad
009.83400	+62.94200	J0039.3+6256 	LC	  2	0	009.834	+62.942	 0.056	 0.054	-27	  12.0	   2.1	   9.1	 2.12	LP	 	            	2FGL J0038.8+6259 	 	     	                          	Simbad
009.83400	+62.94200	J0039.3+6256 	LC	  2	0	009.834	+62.942	 0.056	 0.054	-27	  12.0	   2.1	   9.1	 2.12	LP	 	            	1FGL J0038.6+6306 	 	     	                          	Simbad
010.08300	+40.81800	J0040.3+4049 	LC	  1	0	010.083	+40.818	 0.043	 0.040	 70	   6.4	   0.1	   2.5	 1.13	PL	 	            	1FHL J0040.3+4049 	 	bcu  	B3 0037+405               	Simbad
010.14700	-23.65100	J0040.5-2339 	LC	  1	0	010.147	-23.651	 0.089	 0.074	 36	   4.3	   0.2	   2.1	 1.95	PL	 	            	                  	 	bcu  	PMN J0040-2340            	Simbad
010.50000	+36.66200	J0041.9+3639 	LC	  1	0	010.500	+36.662	 0.070	 0.067	 46	   4.6	   0.2	   2.5	 1.98	PL	 	            	                  	 	bll  	RX J0042.0+3641           	Simbad
010.51800	+23.30500	J0042.0+2318 	LC	  1	0	010.518	+23.305	 0.200	 0.118	-30	   6.1	   0.4	   4.6	 2.35	PL	 	            	1FGL J0041.9+2318 	 	fsrq 	PKS 0039+230              	Simbad
010.62900	+41.29600	J0042.5+4117 	LC	  1	0	010.629	+41.296	 0.165	 0.133	-42	   5.8	   0.4	   5.9	 2.56	PL	 	            	2FGL J0042.5+4114 	 	gal  	M31                       	Simbad
010.89200	-04.74000	J0043.5-0444 	LC	  1	0	010.892	-04.740	 0.062	 0.053	 59	   5.8	   0.2	   3.0	 1.73	PL	 	            	                  	 	bcu  	1RXS J004333.7-044257     	Simbad
010.93500	-11.28800	J0043.7-1117 	LC	  1	0	010.935	-11.288	 0.074	 0.068	  1	   5.9	   0.2	   3.7	 1.59	PL	 	            	1FHL J0044.0-1111 	 	bcu  	1RXS J004349.3-111612     	Simbad
010.96900	+34.42900	J0043.8+3425 	LC	  3	0	010.969	+34.429	 0.035	 0.033	-85	  22.6	   1.6	  17.9	 2.04	PL	T	            	1FHL J0043.7+3425 	 	fsrq 	GB6 J0043+3426            	Simbad
010.96900	+34.42900	J0043.8+3425 	LC	  3	0	010.969	+34.429	 0.035	 0.033	-85	  22.6	   1.6	  17.9	 2.04	PL	T	            	2FGL J0043.7+3426 	 	     	                          	Simbad
010.96900	+34.42900	J0043.8+3425 	LC	  3	0	010.969	+34.429	 0.035	 0.033	-85	  22.6	   1.6	  17.9	 2.04	PL	T	            	1FGL J0043.6+3424 	 	     	                          	Simbad
011.31100	-37.08000	J0045.2-3704 	LC	  1	0	011.311	-37.080	 0.094	 0.079	-35	  13.6	   0.6	   8.7	 2.54	PL	T	            	2FGL J0044.7-3702 	 	bcu  	PKS 0042-373              	Simbad
011.34900	+21.44600	J0045.3+2126 	LC	  3	0	011.349	+21.446	 0.026	 0.024	 29	  22.3	   1.4	  16.1	 1.90	PL	 	            	1FHL J0045.2+2126 	 	bll  	GB6 J0045+2127            	Simbad
011.34900	+21.44600	J0045.3+2126 	LC	  3	0	011.349	+21.446	 0.026	 0.024	 29	  22.3	   1.4	  16.1	 1.90	PL	 	            	2FGL J0045.3+2127 	 	     	                          	Simbad
011.34900	+21.44600	J0045.3+2126 	LC	  3	0	011.349	+21.446	 0.026	 0.024	 29	  22.3	   1.4	  16.1	 1.90	PL	 	            	1FGL J0045.3+2127 	 	     	                          	Simbad
011.43500	+12.28800	J0045.7+1217 	LC	  1	0	011.435	+12.288	 0.038	 0.036	-87	  14.5	   1.0	  10.8	 1.96	PL	 	            	2FGL J0045.5+1218 	 	bll  	GB6 J0045+1217            	Simbad
011.68800	-84.32000	J0046.7-8419 	LC	  2	0	011.688	-84.320	 0.155	 0.124	 75	   6.2	   0.3	   6.5	 2.82	PL	 	            	2FGL J0046.7-8416 	 	fsrq 	PKS 0044-84               	Simbad
011.68800	-84.32000	J0046.7-8419 	LC	  2	0	011.688	-84.320	 0.155	 0.124	 75	   6.2	   0.3	   6.5	 2.82	PL	 	            	1FGL J0048.0-8412 	 	     	                          	Simbad
011.76700	+56.97200	J0047.0+5658 	LC	  2	0	011.767	+56.972	 0.042	 0.038	 73	  18.1	   1.6	  18.3	 2.22	PL	T	3           	2FGL J0047.2+5657 	 	bll  	GB6 J0047+5657            	Simbad
011.76700	+56.97200	J0047.0+5658 	LC	  2	0	011.767	+56.972	 0.042	 0.038	 73	  18.1	   1.6	  18.3	 2.22	PL	T	3           	1FGL J0046.8+5658 	 	     	                          	Simbad
011.88700	-25.27500	J0047.5-2516 	LC	  2	0	011.887	-25.275	 0.097	 0.068	-79	  12.9	   0.8	   8.6	 2.17	PL	 	            	2FGL J0047.0-2516 	P	sbg  	NGC 253                   	Simbad
011.88700	-25.27500	J0047.5-2516 	LC	  2	0	011.887	-25.275	 0.097	 0.068	-79	  12.9	   0.8	   8.6	 2.17	PL	 	            	1FGL J0047.3-2512 	 	     	                          	Simbad
011.98400	+54.79700	J0047.9+5447 	LC	  1	0	011.984	+54.797	 0.066	 0.054	-23	   5.0	   0.1	   2.9	 1.33	PL	 	            	                  	 	bcu  	1RXS J004754.5+544758     	Simbad
012.01300	+22.60100	J0048.0+2236 	LC	  2	0	012.013	+22.601	 0.081	 0.065	  9	  14.2	   0.9	  11.7	 2.33	PL	T	            	2FGL J0047.9+2232 	 	fsrq 	NVSS J004802+223525       	Simbad
012.01300	+22.60100	J0048.0+2236 	LC	  2	0	012.013	+22.601	 0.081	 0.065	  9	  14.2	   0.9	  11.7	 2.33	PL	T	            	1FGL J0048.0+2232 	 	     	                          	Simbad
012.00700	+39.84300	J0048.0+3950 	LC	  1	0	012.007	+39.843	 0.077	 0.054	-12	   9.2	   0.5	   5.8	 1.88	PL	 	            	                  	 	bll  	B3 0045+395               	Simbad
012.05000	-63.73200	J0048.1-6343 	LC	  1	0	012.050	-63.732	 0.138	 0.099	 -9	   6.8	   0.3	   3.9	 2.11	PL	 	            	2FGL J0048.8-6347 	 	     	                          	Simbad
012.25300	+42.41300	J0049.0+4224 	LC	  1	0	012.253	+42.413	 0.047	 0.041	 70	   6.9	   0.3	   3.3	 1.77	PL	 	            	                  	 	     	                          	Simbad
012.36000	-41.82500	J0049.4-4149 	LC	  1	0	012.360	-41.825	 0.085	 0.068	-62	   5.7	   0.3	   2.8	 2.15	PL	 	            	                  	 	bcu  	1RXS J004939.9-415133     	Simbad
012.35300	-54.02200	J0049.4-5401 	LC	  1	0	012.353	-54.022	 0.093	 0.084	 38	   6.0	   0.3	   3.1	 2.14	PL	 	            	                  	 	bcu  	PMN J0049-5402            	Simbad
012.44100	+02.62500	J0049.7+0237 	LC	  2	0	012.441	+02.625	 0.078	 0.056	-42	  13.1	   0.8	   9.3	 2.24	PL	T	            	2FGL J0050.2+0234 	 	bll  	PKS 0047+023              	Simbad
012.44100	+02.62500	J0049.7+0237 	LC	  2	0	012.441	+02.625	 0.078	 0.056	-42	  13.1	   0.8	   9.3	 2.24	PL	T	            	1FGL J0050.2+0235 	 	     	                          	Simbad
012.46300	-57.62500	J0049.8-5737 	LC	  2	0	012.463	-57.625	 0.057	 0.056	  6	  10.1	   0.4	   6.1	 2.46	PL	 	            	2FGL J0049.7-5738 	 	fsrq 	PKS 0047-579              	Simbad
012.46300	-57.62500	J0049.8-5737 	LC	  2	0	012.463	-57.625	 0.057	 0.056	  6	  10.1	   0.4	   6.1	 2.46	PL	 	            	1FGL J0049.8-5738 	 	     	                          	Simbad
012.51400	-44.97200	J0050.0-4458 	LC	  1	0	012.514	-44.972	 0.150	 0.140	 26	   6.1	   0.2	   3.8	 2.53	PL	 	            	                  	 	bcu  	PMN J0049-4457            	Simbad
012.62100	-04.83200	J0050.4-0449 	LC	  2	0	012.621	-04.832	 0.113	 0.100	 45	   9.0	   0.5	   7.5	 2.45	PL	 	            	2FGL J0050.1-0452 	 	fsrq 	PKS 0047-051              	Simbad
012.62100	-04.83200	J0050.4-0449 	LC	  2	0	012.621	-04.832	 0.113	 0.100	 45	   9.0	   0.5	   7.5	 2.45	PL	 	            	1FGL J0050.0-0446 	 	     	                          	Simbad
012.67400	-09.48500	J0050.6-0929 	LC	  4	0	012.674	-09.485	 0.027	 0.026	-79	  42.0	   3.6	  40.3	 2.09	PL	T	            	1FHL J0050.6-0930 	 	BLL  	PKS 0048-09               	Simbad
012.67400	-09.48500	J0050.6-0929 	LC	  4	0	012.674	-09.485	 0.027	 0.026	-79	  42.0	   3.6	  40.3	 2.09	PL	T	            	2FGL J0050.6-0929 	 	     	                          	Simbad
012.67400	-09.48500	J0050.6-0929 	LC	  4	0	012.674	-09.485	 0.027	 0.026	-79	  42.0	   3.6	  40.3	 2.09	PL	T	            	1FGL J0050.6-0928 	 	     	                          	Simbad
012.67400	-09.48500	J0050.6-0929 	LC	  4	0	012.674	-09.485	 0.027	 0.026	-79	  42.0	   3.6	  40.3	 2.09	PL	T	            	0FGL J0050.5-0928 	 	     	                          	Simbad
012.76600	-06.81800	J0051.0-0649 	LC	  3	0	012.766	-06.818	 0.063	 0.059	-74	  18.4	   1.4	  11.9	 2.29	LP	T	            	2FGL J0051.0-0648 	 	fsrq 	PKS 0048-071              	Simbad
012.76600	-06.81800	J0051.0-0649 	LC	  3	0	012.766	-06.818	 0.063	 0.059	-74	  18.4	   1.4	  11.9	 2.29	LP	T	            	1FGL J0051.1-0649 	 	     	                          	Simbad
012.76600	-06.81800	J0051.0-0649 	LC	  3	0	012.766	-06.818	 0.063	 0.059	-74	  18.4	   1.4	  11.9	 2.29	LP	T	            	0FGL J0051.1-0647 	 	     	                          	Simbad
012.82000	-62.68800	J0051.2-6241 	LC	  3	0	012.820	-62.688	 0.029	 0.026	 32	  23.4	   1.2	  16.5	 1.66	PL	 	            	1FHL J0051.3-6240 	 	bcu  	1RXS J005117.7-624154     	Simbad
012.82000	-62.68800	J0051.2-6241 	LC	  3	0	012.820	-62.688	 0.029	 0.026	 32	  23.4	   1.2	  16.5	 1.66	PL	 	            	2FGL J0051.4-6241 	 	     	                          	Simbad
012.82000	-62.68800	J0051.2-6241 	LC	  3	0	012.820	-62.688	 0.029	 0.026	 32	  23.4	   1.2	  16.5	 1.66	PL	 	            	1FGL J0051.4-6242 	 	     	                          	Simbad
012.90400	+64.75900	J0051.6+6445 	LC	  1	0	012.904	+64.759	 0.072	 0.059	 49	   5.6	   0.7	   8.2	 2.28	PL	 	3,4         	                  	 	     	                          	Simbad
013.72300	-24.92400	J0054.8-2455 	LC	  3	0	013.723	-24.924	 0.042	 0.032	 17	  15.8	   0.8	  10.5	 1.78	PL	 	            	1FHL J0054.8-2456 	 	bll  	FRBA J0054-2455           	Simbad
013.72300	-24.92400	J0054.8-2455 	LC	  3	0	013.723	-24.924	 0.042	 0.032	 17	  15.8	   0.8	  10.5	 1.78	PL	 	            	2FGL J0055.0-2454 	 	     	                          	Simbad
013.72300	-24.92400	J0054.8-2455 	LC	  3	0	013.723	-24.924	 0.042	 0.032	 17	  15.8	   0.8	  10.5	 1.78	PL	 	            	1FGL J0054.9-2455 	 	     	                          	Simbad
013.80100	-12.23300	J0055.2-1213 	LC	  1	0	013.801	-12.233	 0.138	 0.117	-64	   4.7	   0.2	   3.2	 2.40	PL	 	            	                  	 	bcu  	TXS 0052-125              	Simbad
014.09000	-09.59400	J0056.3-0935 	LC	  1	0	014.090	-09.594	 0.062	 0.051	 25	   9.9	   0.5	   6.5	 1.79	PL	 	            	                  	 	bll  	TXS 0053-098              	Simbad
014.07600	-21.28000	J0056.3-2116 	LC	  2	0	014.076	-21.280	 0.057	 0.051	-88	  12.0	   0.6	   7.7	 1.81	PL	 	            	2FGL J0056.8-2111 	 	bll  	PMN J0056-2117            	Simbad
014.07600	-21.28000	J0056.3-2116 	LC	  2	0	014.076	-21.280	 0.057	 0.051	-88	  12.0	   0.6	   7.7	 1.81	PL	 	            	                  	 	     	                          	Simbad
014.48300	-05.70800	J0057.9-0542 	LC	  1	0	014.483	-05.708	 0.169	 0.127	-20	   5.2	   0.3	   4.2	 2.42	PL	 	1           	                  	 	fsrq 	PKS 0055-059              	Simbad
014.51300	-32.56700	J0058.0-3233 	LC	  3	0	014.513	-32.567	 0.045	 0.042	 50	  20.5	   1.2	  13.6	 2.06	PL	 	            	1FHL J0058.6-3236 	 	bll  	PKS 0055-328              	Simbad
